Qtemplate,Param1Name,Parram1Val,Param2Name,Param2Val,Param3Name,Param3Val,Param4Name,Param4Val,Param4Name,Param4Val,Param4Name,Param4Val,Param4Name,Param4Val,Param4Name,Param4Val
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,left_front_prop_1_vert,__DESTPI__,Prop_type,__SOURCEPROP__,UpFacingCW_PropType,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,right_front_prop_2_vert,__DESTPI__,Prop_type,__SOURCEPROP__,UpFacingCW_PropType,,,,,,,,
addNewPropx,__SOURCEDESIGN__,Trowel,__PROPNAME__,Param_3,__PROPVAL__,1000,,,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,rear_left_cyl_4,__DESTPI__,LENGTH,__SOURCEPROP__,Param_3,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,rear_right_cyl_4,__DESTPI__,LENGTH,__SOURCEPROP__,Param_3,,,,,,,,
addNewPropx,__SOURCEDESIGN__,Trowel,__PROPNAME__,FwdFacingCCW_PropType,__PROPVAL__,-1,,,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,left_front_prop_fwd,__DESTPI__,Prop_type,__SOURCEPROP__,FwdFacingCCW_PropType,,,,,,,,
addNewPropx,__SOURCEDESIGN__,Trowel,__PROPNAME__,UpFacingCCW_PropType,__PROPVAL__,-1,,,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,right_rear_prop_2_vert,__DESTPI__,Prop_type,__SOURCEPROP__,UpFacingCCW_PropType,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,right_front_prop_3_vert,__DESTPI__,Prop_type,__SOURCEPROP__,UpFacingCCW_PropType,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,left_rear_prop_3_vert,__DESTPI__,Prop_type,__SOURCEPROP__,UpFacingCCW_PropType,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,left_front_prop_2_vert,__DESTPI__,Prop_type,__SOURCEPROP__,UpFacingCCW_PropType,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,left_rear_prop_1_vert,__DESTPI__,Prop_type,__SOURCEPROP__,UpFacingCCW_PropType,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,right_front_prop_1_vert,__DESTPI__,Prop_type,__SOURCEPROP__,UpFacingCCW_PropType,,,,,,,,
addNewPropx,__SOURCEDESIGN__,Trowel,__PROPNAME__,Param_10,__PROPVAL__,45,,,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,rear_left_cyl_4,__DESTPI__,FRONT_ANGLE,__SOURCEPROP__,Param_10,,,,,,,,
addNewPropx,__SOURCEDESIGN__,Trowel,__PROPNAME__,Param_17,__PROPVAL__,210,,,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,fuselage,__DESTPI__,SEAT_1_LR,__SOURCEPROP__,Param_17,,,,,,,,
addNewPropx,__SOURCEDESIGN__,Trowel,__PROPNAME__,NACA_1,__PROPVAL__,4512,,,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,left_top_wing,__DESTPI__,NACA_Profile,__SOURCEPROP__,NACA_1,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,right_top_wing,__DESTPI__,NACA_Profile,__SOURCEPROP__,NACA_1,,,,,,,,
addNewPropx,__SOURCEDESIGN__,Trowel,__PROPNAME__,Param_9,__PROPVAL__,150,,,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,rear_right_cyl_4,__DESTPI__,PORT_THICKNESS,__SOURCEPROP__,Param_9,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,fuselage,__DESTPI__,FLOOR_HEIGHT,__SOURCEPROP__,Param_9,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,rear_left_cyl_4,__DESTPI__,PORT_THICKNESS,__SOURCEPROP__,Param_9,,,,,,,,
addNewPropx,__SOURCEDESIGN__,Trowel,__PROPNAME__,FwdFacingCW_PropType,__PROPVAL__,1,,,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,right_front_prop_fwd,__DESTPI__,Prop_type,__SOURCEPROP__,FwdFacingCW_PropType,,,,,,,,
addNewPropx,__SOURCEDESIGN__,Trowel,__PROPNAME__,FwdFacingCW_Spin,__PROPVAL__,1,,,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,right_front_prop_fwd,__DESTPI__,Direction,__SOURCEPROP__,FwdFacingCW_Spin,,,,,,,,
addNewPropx,__SOURCEDESIGN__,Trowel,__PROPNAME__,Param_7,__PROPVAL__,200,,,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,rear_left_cyl_2,__DESTPI__,DIAMETER,__SOURCEPROP__,Param_7,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,rear_right_cyl_2,__DESTPI__,DIAMETER,__SOURCEPROP__,Param_7,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,front_left_cyl_2,__DESTPI__,DIAMETER,__SOURCEPROP__,Param_7,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,front_left_cyl_1,__DESTPI__,DIAMETER,__SOURCEPROP__,Param_7,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,center_right_cyl,__DESTPI__,DIAMETER,__SOURCEPROP__,Param_7,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,rear_left_cyl_3,__DESTPI__,DIAMETER,__SOURCEPROP__,Param_7,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,rear_right_cyl_3,__DESTPI__,DIAMETER,__SOURCEPROP__,Param_7,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,fuselage,__DESTPI__,TAIL_DIAMETER,__SOURCEPROP__,Param_7,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,front_right_cyl_1,__DESTPI__,DIAMETER,__SOURCEPROP__,Param_7,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,rear_left_cyl_4,__DESTPI__,DIAMETER,__SOURCEPROP__,Param_7,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,rear_right_cyl_4,__DESTPI__,DIAMETER,__SOURCEPROP__,Param_7,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,front_left_cyl_3,__DESTPI__,DIAMETER,__SOURCEPROP__,Param_7,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,front_right_cyl_2,__DESTPI__,DIAMETER,__SOURCEPROP__,Param_7,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,rear_right_cyl_1,__DESTPI__,DIAMETER,__SOURCEPROP__,Param_7,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,front_right_cyl_3,__DESTPI__,DIAMETER,__SOURCEPROP__,Param_7,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,center_left_cyl,__DESTPI__,DIAMETER,__SOURCEPROP__,Param_7,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,rear_left_cyl_1,__DESTPI__,DIAMETER,__SOURCEPROP__,Param_7,,,,,,,,
addNewPropx,__SOURCEDESIGN__,Trowel,__PROPNAME__,Param_2,__PROPVAL__,12,,,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,right_top_wing,__DESTPI__,THICKNESS,__SOURCEPROP__,Param_2,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,right_tail_wing,__DESTPI__,THICKNESS,__SOURCEPROP__,Param_2,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,left_tail_wing,__DESTPI__,THICKNESS,__SOURCEPROP__,Param_2,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,top_naca_connector,__DESTPI__,THICKNESS,__SOURCEPROP__,Param_2,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,left_top_wing,__DESTPI__,THICKNESS,__SOURCEPROP__,Param_2,,,,,,,,
addRefCoordSysx,__SOURCEDESIGN__,Trowel,__ORIENTNAME__,Orient,,,,,,,,,,,,
